0.429;,;0.3976774201
0.4290115372;,;0.3983469554
0.4290230744;,;0.3990168369
0.4290346117;,;0.3996870652
0.4290461489;,;0.4003576408
0.4290576861;,;0.4010285643
0.4290692233;,;0.4016998362
0.4290807605;,;0.402371457
0.4290922978;,;0.4030434273
0.429103835;,;0.4037157477
0.4291153722;,;0.4043884186
0.4291269094;,;0.4050614407
0.4291384466;,;0.4057348144
0.4291499838;,;0.4064085403
0.4291615211;,;0.407082619
0.4291730583;,;0.407757051
0.4291845955;,;0.4084318369
0.4291961327;,;0.4091069772
0.4292076699;,;0.4097824724
0.4292192072;,;0.4104583231
0.4292307444;,;0.4111345298
0.4292422816;,;0.411811093
0.4292538188;,;0.4124880134
0.429265356;,;0.4131652914
0.4292768933;,;0.4138429275
0.4292884305;,;0.4145209223
0.4292999677;,;0.4151992763
0.4293115049;,;0.4158779901
0.4293230421;,;0.4165570641
0.4293345794;,;0.4172364988
0.4293461166;,;0.4179162948
0.4293576538;,;0.4185964525
0.429369191;,;0.4192769725
0.4293807282;,;0.4199578552
0.4293922654;,;0.4206391012
0.4294038027;,;0.4213207109
0.4294153399;,;0.4220026848
0.4294268771;,;0.4226850233
0.4294384143;,;0.4233677269
0.4294499515;,;0.4240507962
0.4294614888;,;0.4247342314
0.429473026;,;0.4254180331
0.4294845632;,;0.4261022017
0.4294961004;,;0.4267867376
0.4295076376;,;0.4274716413
0.4295191749;,;0.4281569131
0.4295307121;,;0.4288425535
0.4295422493;,;0.4295285628
0.4295537865;,;0.4302149415
0.4295653237;,;0.4309016898
0.429576861;,;0.4315888082
0.4295883982;,;0.4322762971
0.4295999354;,;0.4329641567
0.4296114726;,;0.4336523874
0.4296230098;,;0.4343409896
0.429634547;,;0.4350299635
0.4296460843;,;0.4357193094
0.4296576215;,;0.4364090277
0.4296691587;,;0.4370991186
0.4296806959;,;0.4377895824
0.4296922331;,;0.4384804193
0.4297037704;,;0.4391716296
0.4297153076;,;0.4398632136
0.4297268448;,;0.4405551714
0.429738382;,;0.4412475032
0.4297499192;,;0.4419402093
0.4297614565;,;0.4426332898
0.4297729937;,;0.4433267449
0.4297845309;,;0.4440205748
0.4297960681;,;0.4447147795
0.4298076053;,;0.4454093593
0.4298191426;,;0.4461043141
0.4298306798;,;0.4467996442
0.429842217;,;0.4474953496
0.4298537542;,;0.4481914304
0.4298652914;,;0.4488878866
0.4298768286;,;0.4495847182
0.4298883659;,;0.4502819253
0.4298999031;,;0.4509795079
0.4299114403;,;0.4516774659
0.4299229775;,;0.4523757994
0.4299345147;,;0.4530745083
0.429946052;,;0.4537735925
0.4299575892;,;0.454473052
0.4299691264;,;0.4551728867
0.4299806636;,;0.4558730963
0.4299922008;,;0.4565736809
0.4300037381;,;0.4572746403
0.4300152753;,;0.4579759743
0.4300268125;,;0.4586776827
0.4300383497;,;0.4593797653
0.4300498869;,;0.4600822219
0.4300614242;,;0.4607850522
0.4300729614;,;0.4614882561
0.4300844986;,;0.4621918331
0.4300960358;,;0.4628957831
0.430107573;,;0.4636001057
0.4301191103;,;0.4643048006
0.4301306475;,;0.4650098674
0.4301421847;,;0.4657153057
0.4301537219;,;0.4664211152
0.4301652591;,;0.4671272954
0.4301767963;,;0.4678338459
0.4301883336;,;0.4685407663
0.4301998708;,;0.469248056
0.430211408;,;0.4699557146
0.4302229452;,;0.4706637415
0.4302344824;,;0.4713721362
0.4302460197;,;0.4720808982
0.4302575569;,;0.4727900268
0.4302690941;,;0.4734995215
0.4302806313;,;0.4742093817
0.4302921685;,;0.4749196066
0.4303037058;,;0.4756301956
0.430315243;,;0.476341148
0.4303267802;,;0.4770524632
0.4303383174;,;0.4777641403
0.4303498546;,;0.4784761787
0.4303613919;,;0.4791885774
0.4303729291;,;0.4799013358
0.4303844663;,;0.480614453
0.4303960035;,;0.4813279282
0.4304075407;,;0.4820417604
0.4304190779;,;0.4827559488
0.4304306152;,;0.4834704924
0.4304421524;,;0.4841853904
0.4304536896;,;0.4849006417
0.4304652268;,;0.4856162453
0.430476764;,;0.4863322003
0.4304883013;,;0.4870485056
0.4304998385;,;0.4877651602
0.4305113757;,;0.4884821628
0.4305229129;,;0.4891995126
0.4305344501;,;0.4899172082
0.4305459874;,;0.4906352486
0.4305575246;,;0.4913536326
0.4305690618;,;0.4920723589
0.430580599;,;0.4927914263
0.4305921362;,;0.4935108337
0.4306036735;,;0.4942305796
0.4306152107;,;0.4949506627
0.4306267479;,;0.4956710819
0.4306382851;,;0.4963918356
0.4306498223;,;0.4971129225
0.4306613595;,;0.4978343413
0.4306728968;,;0.4985560904
0.430684434;,;0.4992781685
0.4306959712;,;0.500000574
0.4307075084;,;0.5007233054
0.4307190456;,;0.5014463613
0.4307305829;,;0.50216974
0.4307421201;,;0.50289344
0.4307536573;,;0.5036174596
0.4307651945;,;0.5043417973
0.4307767317;,;0.5050664513
0.430788269;,;0.50579142
0.4307998062;,;0.5065167018
0.4308113434;,;0.5072422948
0.4308228806;,;0.5079681972
0.4308344178;,;0.5086944074
0.4308459551;,;0.5094209235
0.4308574923;,;0.5101477437
0.4308690295;,;0.5108748661
0.4308805667;,;0.5116022887
0.4308921039;,;0.5123300099
0.4309036411;,;0.5130580274
0.4309151784;,;0.5137863396
0.4309267156;,;0.5145149442
0.4309382528;,;0.5152438393
0.43094979;,;0.515973023
