Percolation threshold data
Total number of sites: 4194304

Run	Num	Key Site
---	---	--------
0	1808278	3998353
1	1801817	461507
2	1797088	808869
3	1810876	4101138
4	1810681	2770704
5	1807252	2906732
6	1803511	1910132
7	1801849	3320089
8	1804165	1603448
9	1794379	8970
10	1799404	2360201
11	1809320	3752680
12	1799386	1441415
13	1807918	2499667
14	1809659	749077
15	1803994	2169848
16	1798633	2211808
17	1804243	54869
18	1811613	3325683
19	1814263	3149307
20	1805156	3411208
21	1807470	2005958
22	1788575	3547008
23	1802732	2042986
24	1807150	3512148
25	1808417	3733612
26	1806835	2532407
27	1804408	1566666
28	1808694	3347129
29	1804550	3814732
30	1811142	1297624
31	1804030	1499852
32	1799790	2062564
33	1809520	1765715
34	1798973	247866
35	1808895	194624
36	1805572	2345838
37	1816838	2970496
38	1795631	2873598
39	1802244	3928685
40	1803347	1352642
41	1811377	1072261
42	1803869	1157607
43	1793630	1784126
44	1809183	1597207
45	1801740	2410234
46	1804459	1488285
47	1810217	3407790
48	1810399	234673
49	1812088	2149890
50	1806949	130717
51	1806298	2980283
52	1817919	3322039
53	1804935	317944
54	1795309	1776484
55	1803640	745400
56	1798637	2212552
57	1799392	950776
58	1798976	3153973
59	1815278	1066075
60	1801260	3950849
61	1792604	765564
62	1801491	374403
63	1790127	1701671
64	1800101	914552
65	1801512	522506
66	1807822	4138764
67	1795453	1376843
68	1805775	1303078
69	1799842	3118187
70	1805649	3317388
71	1800944	1846550
72	1803712	1448300
73	1808753	4180760
74	1793720	1533082
75	1795961	333648
76	1789531	445127
77	1800713	178886
78	1807520	3581137
79	1804986	3532964
80	1807414	1251386
81	1800204	3405182
82	1802173	1319745
83	1806613	3753748
84	1814638	1726634
85	1803782	49879
86	1804855	2712939
87	1799435	3176043
88	1814264	3775997
89	1804743	3769971
90	1798914	1655746
91	1805365	3930977
92	1809635	3873862
93	1803038	2421533
94	1806296	2374379
95	1810161	3042086
96	1813827	3136335
97	1807873	2405216
98	1802035	2926290
99	1801180	2885444
100	1809914	3052138
101	1792653	720441
102	1805242	911202
103	1798028	3724429
104	1799099	1217396
105	1808134	1457152
106	1804097	299703
107	1789313	3818602
108	1792648	3208009
109	1800980	783822
110	1788388	2040158
111	1810534	465547
112	1809990	250291
113	1793178	1486834
114	1796937	2156324
115	1806780	3575799
116	1797105	3921450
117	1794076	849054
118	1801518	768235
119	1803897	1690327
120	1803078	3697716
121	1801569	2711642
122	1805307	808393
123	1805224	1572215
124	1806778	991403
125	1802245	2871607
126	1809216	3517349
127	1805881	1618830
128	1798673	69605
129	1799269	3879311
130	1807654	2303210
131	1806219	417350
132	1803074	1364136
133	1804571	117233
134	1784869	45836
135	1805775	4108405
136	1799353	1553086
137	1805269	1572751
138	1803892	3445645
139	1799711	1446870
140	1804130	3149490
141	1803310	3827692
142	1798899	3921833
143	1797320	262804
144	1801904	4073987
145	1811260	1931470
146	1806340	500188
147	1797003	2021617
148	1808648	4070269
149	1808101	3991161
150	1800438	1644406
151	1803758	2228359
152	1811804	1782860
153	1803005	1372252
154	1806480	3660593
155	1800071	815717
156	1795656	3181102
157	1801859	2569212
158	1799994	1958620
159	1804734	2107599
160	1800295	2292646
161	1801604	1485187
162	1797902	3859175
163	1801944	4130726
164	1806383	2956491
165	1804745	3422304
166	1809011	154801
167	1802726	73265
168	1814068	143509
169	1808058	3030505
170	1805530	1904889
171	1805097	3363146
172	1795331	2696786
173	1801334	2847457
174	1805433	845780
175	1805454	1656775
176	1799764	46545
177	1809799	2668268
178	1798477	3799641
179	1806007	888090
180	1807694	752566
181	1810610	1798837
182	1809104	2511159
183	1806474	197895
184	1808609	740253
185	1814609	3661683
186	1800748	3038509
187	1795759	2699212
188	1811707	4087524
189	1804348	4058698
190	1807068	138918
191	1808782	228877
192	1798665	3881912
193	1792121	166113
194	1804596	2969680
195	1807444	2501177
196	1796418	1848163
197	1809883	1472633
198	1802102	929378
199	1798921	770135
200	1801990	3220561
