percolation threshold 

65536

0.0	27819.0
1.0	28643.0
2.0	28288.0
3.0	28235.0
4.0	28036.0
5.0	28089.0
6.0	27840.0
7.0	27718.0
8.0	28558.0
9.0	28262.0
10.0	27898.0
11.0	28056.0
12.0	28284.0
13.0	27985.0
14.0	27994.0
15.0	28163.0
16.0	28725.0
17.0	28394.0
18.0	27742.0
19.0	28125.0
20.0	28469.0
21.0	28461.0
22.0	28572.0
23.0	28116.0
24.0	28202.0
25.0	28314.0
26.0	27870.0
27.0	27827.0
28.0	27856.0
29.0	28167.0
30.0	27808.0
31.0	28136.0
32.0	28322.0
33.0	27941.0
34.0	27999.0
35.0	27799.0
36.0	28217.0
37.0	28234.0
38.0	27723.0
39.0	28059.0
40.0	28433.0
41.0	28151.0
42.0	27922.0
43.0	27657.0
44.0	28172.0
45.0	28307.0
46.0	28020.0
47.0	28183.0
48.0	28086.0
49.0	27953.0
50.0	28037.0
51.0	28423.0
52.0	28218.0
53.0	28067.0
54.0	27936.0
55.0	28272.0
56.0	28101.0
57.0	27990.0
58.0	27482.0
59.0	28412.0
60.0	27616.0
61.0	27752.0
62.0	28190.0
63.0	27693.0
64.0	28327.0
65.0	28061.0
66.0	28749.0
67.0	28037.0
68.0	28142.0
69.0	28306.0
70.0	27867.0
71.0	28313.0
72.0	28763.0
73.0	27320.0
74.0	28626.0
75.0	28041.0
76.0	28123.0
77.0	28369.0
78.0	28568.0
79.0	28793.0
80.0	28407.0
81.0	28590.0
82.0	28495.0
83.0	28040.0
84.0	28370.0
85.0	28413.0
86.0	28661.0
87.0	27560.0
88.0	27540.0
89.0	28191.0
90.0	27656.0
91.0	28492.0
92.0	28525.0
93.0	28711.0
94.0	28636.0
95.0	28394.0
96.0	28188.0
97.0	28317.0
98.0	28363.0
99.0	28166.0
100.0	28479.0
101.0	27949.0
102.0	27562.0
103.0	27961.0
104.0	28402.0
105.0	28600.0
106.0	28244.0
107.0	28277.0
108.0	28566.0
109.0	27899.0
110.0	28684.0
111.0	28645.0
112.0	27723.0
113.0	27819.0
114.0	28323.0
115.0	28149.0
116.0	28603.0
117.0	27803.0
118.0	28729.0
119.0	28106.0
120.0	28356.0
121.0	27841.0
122.0	28549.0
123.0	28727.0
124.0	27871.0
125.0	28359.0
126.0	28237.0
127.0	28570.0
128.0	28754.0
129.0	28271.0
130.0	28551.0
131.0	28254.0
132.0	28307.0
133.0	28176.0
134.0	28396.0
135.0	28568.0
136.0	28338.0
137.0	28950.0
138.0	27527.0
139.0	28450.0
140.0	28386.0
141.0	28462.0
142.0	28143.0
143.0	28354.0
144.0	27842.0
145.0	28014.0
146.0	28295.0
147.0	28436.0
148.0	28540.0
149.0	28191.0
150.0	27749.0
151.0	28232.0
152.0	28410.0
153.0	27672.0
154.0	28101.0
155.0	27944.0
156.0	28227.0
157.0	27845.0
158.0	27777.0
159.0	28716.0
160.0	28427.0
161.0	28600.0
162.0	28270.0
163.0	28375.0
164.0	27549.0
165.0	28613.0
166.0	28079.0
167.0	27778.0
168.0	28153.0
169.0	28472.0
170.0	28080.0
171.0	28159.0
172.0	28636.0
173.0	27875.0
174.0	27808.0
175.0	27936.0
176.0	28409.0
177.0	27761.0
178.0	28150.0
179.0	27963.0
180.0	28720.0
181.0	28105.0
182.0	28290.0
183.0	27846.0
184.0	28340.0
185.0	28107.0
186.0	28552.0
187.0	28011.0
188.0	28770.0
189.0	28329.0
190.0	28827.0
191.0	27276.0
192.0	27917.0
193.0	28510.0
194.0	28171.0
195.0	27699.0
196.0	28637.0
197.0	28163.0
198.0	27818.0
199.0	28980.0
200.0	28624.0
201.0	28518.0
202.0	27605.0
203.0	27677.0
204.0	28244.0
205.0	28472.0
206.0	28568.0
207.0	28442.0
208.0	28036.0
209.0	28329.0
210.0	28071.0
211.0	28298.0
212.0	27478.0
213.0	28368.0
214.0	28666.0
215.0	28717.0
216.0	28446.0
217.0	27782.0
218.0	28083.0
219.0	28095.0
220.0	28314.0
221.0	28079.0
222.0	28388.0
223.0	28340.0
224.0	28313.0
225.0	28569.0
226.0	28398.0
227.0	27243.0
228.0	28307.0
229.0	28366.0
230.0	28476.0
231.0	28549.0
232.0	28182.0
233.0	28218.0
234.0	28526.0
235.0	28510.0
236.0	28299.0
237.0	27736.0
238.0	27837.0
239.0	28071.0
240.0	28142.0
241.0	28784.0
242.0	27724.0
243.0	28648.0
244.0	28613.0
245.0	27492.0
246.0	27972.0
247.0	28186.0
248.0	28628.0
249.0	28200.0
250.0	28382.0
251.0	27873.0
252.0	28099.0
253.0	28509.0
254.0	28210.0
255.0	27069.0
256.0	28053.0
257.0	27979.0
258.0	28397.0
259.0	28514.0
260.0	27725.0
261.0	28402.0
262.0	27917.0
263.0	28583.0
264.0	27496.0
265.0	27070.0
266.0	28289.0
267.0	28531.0
268.0	28010.0
269.0	28047.0
270.0	26556.0
271.0	28371.0
272.0	28393.0
273.0	27368.0
274.0	28227.0
275.0	28140.0
276.0	28763.0
277.0	28708.0
278.0	28646.0
279.0	28351.0
280.0	28203.0
281.0	28147.0
282.0	28085.0
283.0	28687.0
284.0	28406.0
285.0	27852.0
286.0	27921.0
287.0	28045.0
288.0	27926.0
289.0	28389.0
290.0	28540.0
291.0	28290.0
292.0	28552.0
293.0	28156.0
294.0	27876.0
295.0	28411.0
296.0	28151.0
297.0	28664.0
298.0	28556.0
299.0	27378.0
300.0	28334.0
301.0	28150.0
302.0	27790.0
303.0	28398.0
304.0	28241.0
305.0	28355.0
306.0	27918.0
307.0	27964.0
308.0	28403.0
309.0	28658.0
310.0	28345.0
311.0	28278.0
312.0	28334.0
313.0	27346.0
314.0	27772.0
315.0	28115.0
316.0	28549.0
317.0	27687.0
318.0	28128.0
319.0	27683.0
320.0	28529.0
321.0	27868.0
322.0	28465.0
323.0	28335.0
324.0	28221.0
325.0	28372.0
326.0	28334.0
327.0	28589.0
328.0	28054.0
329.0	28532.0
330.0	28065.0
331.0	28374.0
332.0	28142.0
333.0	27929.0
334.0	27706.0
335.0	27845.0
336.0	28894.0
337.0	27904.0
338.0	28455.0
339.0	28339.0
340.0	27869.0
341.0	27996.0
342.0	28682.0
343.0	28026.0
344.0	28142.0
345.0	28430.0
346.0	28331.0
347.0	28434.0
348.0	28068.0
349.0	28068.0
350.0	28335.0
351.0	27958.0
352.0	28119.0
353.0	28126.0
354.0	28123.0
355.0	28905.0
356.0	28057.0
357.0	28857.0
358.0	27930.0
359.0	27991.0
360.0	28569.0
361.0	27997.0
362.0	28163.0
363.0	27609.0
364.0	28025.0
365.0	27955.0
366.0	28710.0
367.0	28227.0
368.0	28499.0
369.0	28080.0
370.0	28597.0
371.0	28546.0
372.0	28603.0
373.0	28569.0
374.0	28193.0
375.0	27962.0
376.0	28434.0
377.0	27924.0
378.0	29070.0
379.0	28869.0
380.0	28713.0
381.0	28277.0
382.0	27694.0
383.0	28222.0
384.0	28374.0
385.0	28354.0
386.0	28196.0
387.0	27292.0
388.0	28263.0
389.0	28111.0
390.0	28830.0
391.0	28323.0
392.0	27926.0
393.0	28120.0
394.0	28357.0
395.0	28069.0
396.0	27867.0
397.0	28341.0
398.0	27827.0
399.0	28431.0
400.0	28768.0
401.0	28447.0
402.0	27840.0
403.0	27820.0
404.0	28371.0
405.0	28201.0
406.0	28532.0
407.0	28353.0
408.0	28944.0
409.0	28219.0
410.0	29064.0
411.0	28176.0
412.0	28473.0
413.0	27976.0
414.0	28336.0
415.0	27826.0
416.0	28194.0
417.0	28335.0
418.0	27999.0
419.0	27391.0
420.0	28157.0
421.0	27861.0
422.0	28596.0
423.0	28344.0
424.0	27058.0
425.0	28278.0
426.0	28287.0
427.0	28099.0
428.0	28452.0
429.0	28636.0
430.0	28544.0
431.0	28986.0
432.0	28421.0
433.0	28383.0
434.0	27914.0
435.0	28259.0
436.0	28545.0
437.0	28432.0
438.0	28696.0
439.0	28584.0
440.0	28547.0
441.0	29064.0
442.0	28498.0
443.0	28151.0
444.0	28302.0
445.0	28941.0
446.0	27305.0
447.0	28192.0
448.0	28504.0
449.0	28106.0
450.0	28916.0
451.0	27051.0
452.0	28275.0
453.0	27819.0
454.0	28431.0
455.0	27712.0
456.0	28617.0
457.0	28331.0
458.0	28105.0
459.0	28044.0
460.0	28351.0
461.0	27845.0
462.0	28935.0
463.0	28692.0
464.0	28395.0
465.0	28624.0
466.0	28366.0
467.0	27786.0
468.0	28257.0
469.0	28966.0
470.0	27370.0
471.0	27656.0
472.0	28011.0
473.0	28147.0
474.0	28230.0
475.0	27618.0
476.0	27393.0
477.0	28111.0
478.0	28021.0
479.0	28840.0
480.0	28417.0
481.0	27970.0
482.0	28197.0
483.0	27816.0
484.0	28154.0
485.0	28076.0
486.0	28006.0
487.0	28359.0
488.0	28155.0
489.0	28470.0
490.0	28140.0
491.0	28589.0
492.0	28413.0
493.0	27840.0
494.0	28697.0
495.0	28133.0
496.0	28129.0
497.0	28101.0
498.0	28197.0
499.0	27544.0
500.0	27829.0
501.0	27658.0
502.0	28165.0
503.0	28347.0
504.0	28818.0
505.0	28323.0
506.0	27804.0
507.0	28876.0
508.0	28717.0
509.0	28288.0
510.0	28281.0
511.0	28611.0
512.0	27950.0
513.0	28041.0
514.0	27712.0
515.0	28528.0
516.0	28074.0
517.0	27631.0
518.0	28745.0
