0.429;;0.4299624034;0.3976774201;0.306972508;0.1823817399;0.0718791159;;;;;;;;;;
0.4290115372;;0.4302804342;0.3983469554;0.3082062249;0.1845584961;0.0735463368;;;;;;;;;;
0.4290230744;;0.4305985338;0.3990168369;0.3094423939;0.1867561809;0.0752379388;;;;;;;;;;
0.4290346117;;0.4309167019;0.3996870652;0.3106809982;0.1889741536;0.0769585155;;;;;;;;;;
0.4290461489;;0.4312349384;0.4003576408;0.3119220217;0.1912117583;0.0787134176;;;;;;;;;;
0.4290576861;;0.431553243;0.4010285643;0.3131654492;0.1934683271;0.0805085482;;;;;;;;;;
0.4290692233;;0.4318716155;0.4016998362;0.3144112665;0.1957431848;0.0823500951;;;;;;;;;;
0.4290807605;;0.4321900558;0.402371457;0.3156594601;0.1980356527;0.0842442208;;;;;;;;;;
0.4290922978;;0.4325085635;0.4030434273;0.3169100174;0.2003450532;0.0861967374;;;;;;;;;;
0.429103835;;0.4328271386;0.4037157477;0.3181629269;0.2026707134;0.08821279;;;;;;;;;;
0.4291153722;;0.4331457808;0.4043884186;0.3194181778;0.2050119682;0.0902965732;;;;;;;;;;
0.4291269094;;0.4334644898;0.4050614407;0.3206757604;0.2073681649;0.0924511088;;;;;;;;;;
0.4291384466;;0.4337832655;0.4057348144;0.3219356659;0.2097386656;0.0946780979;;;;;;;;;;
0.4291499838;;0.4341021077;0.4064085403;0.3231978867;0.2121228516;0.0969778605;;;;;;;;;;
0.4291615211;;0.4344210162;0.407082619;0.3244624158;0.2145201243;0.0993493652;;;;;;;;;;
0.4291730583;;0.4347399906;0.407757051;0.3257292475;0.2169299094;0.1017903584;;;;;;;;;;
0.4291845955;;0.435059031;0.4084318369;0.326998377;0.2193516587;0.104297577;;;;;;;;;;
0.4291961327;;0.4353781369;0.4091069772;0.3282698006;0.221784852;0.1068670384;;;;;;;;;;
0.4292076699;;0.4356973083;0.4097824724;0.3295435155;0.2242289988;0.1094943865;;;;;;;;;;
0.4292192072;;0.4360165449;0.4104583231;0.33081952;0.22668364;0.1121752805;;;;;;;;;;
0.4292307444;;0.4363358465;0.4111345298;0.3320978135;0.2291483489;0.1149057975;;;;;;;;;;
