Percolation threshold data
Total number of sites: 33554432

Run	Num	Key Site
---	---	--------
0	14433691	13814837
1	14448326	23929201
2	14419645	15161149
3	14432610	11016788
4	14411839	1330211
5	14402105	7027982
6	14469784	28932618
7	14428421	27170743
8	14392471	24061374
9	14416798	3244200
10	14436733	12450213
11	14402578	28656255
12	14421501	27653602
13	14414922	3532027
14	14452757	15397027
15	14387515	5633951
16	14441433	10830237
17	14418068	2316960
18	14429241	1789297
19	14421252	6378172
20	14452450	14458371
21	14457901	28288829
22	14423949	31009633
23	14374186	26095686
24	14447381	29387177
25	14402643	20225135
26	14410345	22450985
27	14433476	15603279
28	14451935	5118896
29	14422844	882518
30	14441180	16860271
31	14432327	11113382
32	14424859	31330404
33	14391327	10199588
34	14463317	6695040
35	14432819	17571790
36	14442146	31871049
37	14418383	23530766
38	14467136	17999460
39	14415757	28878682
40	14431970	518323
41	14405085	2490133
42	14425793	2438165
43	14438698	31811086
44	14420240	9609430
45	14375886	22083128
46	14401395	31731794
47	14419946	8021858
48	14437813	30620591
49	14460435	25975553
50	14441880	3449264
51	14450425	10770361
52	14453426	7095705
53	14400166	5740485
54	14418492	10762187
55	14431011	117768
56	14434821	1056228
57	14424633	30599824
58	14441246	19308763
59	14428390	25779713
60	14420386	15078882
61	14444519	21339776
62	14447349	27798664
63	14408664	32498927
64	14422736	4369284
65	14446432	514175
66	14407690	9827280
67	14437963	28361875
68	14397535	15306633
69	14427623	25650006
70	14406894	8007815
71	14465341	18789477
72	14460548	1399615
73	14439350	20265878
74	14434992	6906282
75	14454562	16599442
76	14432144	20842793
77	14398668	9757201
78	14409660	30878092
79	14419371	5455191
80	14442641	16313340
81	14415292	15183532
82	14417687	32216645
83	14403247	26831258
84	14411101	31839939
85	14428725	2815561
86	14430240	5464272
87	14433117	19170860
88	14457366	3692206
89	14441224	21942827
90	14439433	19026221
91	14404738	15669398
92	14442634	21712382
93	14397201	3624609
94	14441835	19187020
95	14451635	1845121
96	14389025	4158486
97	14451024	2996360
98	14431421	3011146
99	14439399	11204600
100	14411771	7778466
101	14440336	14302912
102	14426387	24272560
103	14448115	32888701
104	14407909	6723860
105	14409623	5174071
106	14415639	14516920
107	14413741	544273
108	14423626	27559535
109	14387613	6621740
110	14432738	30379492
111	14434332	5027256
112	14441592	10832484
113	14410177	4215791
114	14413133	12982271
115	14444647	14809744
116	14442165	23220206
117	14430637	16678262
118	14414121	5916312
119	14431683	13672104
120	14434943	2191716
121	14447547	10617489
122	14434019	28734871
123	14445866	13630617
124	14441310	11391811
125	14426541	32705553
126	14445518	8476730
127	14414513	17479696
128	14413251	15390658
129	14396528	28962154
130	14426807	7678535
131	14432703	28143262
132	14376588	26799945
133	14438928	16524112
134	14403019	26212070
135	14425893	7558434
136	14442480	31255511
137	14449734	32462073
138	14401128	16205390
139	14445210	18953169
140	14435812	3838235
141	14438590	17105608
142	14444854	23126586
